,parameters,mean,50q
377,alpha_subj(Neutral).1093,0.9490369187847255,0.9346383907321564
378,alpha_subj(Neutral).1096,0.9479903187762088,0.9350376270441655
379,alpha_subj(Neutral).1097,0.9497230688249371,0.9368665558686534
380,alpha_subj(Neutral).1099,0.9486693233078586,0.9339384902756453
381,alpha_subj(Neutral).1100,0.9470042349598401,0.9318212856302103
382,alpha_subj(Neutral).1101,0.9496880782221029,0.9332288990514322
383,alpha_subj(Neutral).1102,0.9498468011057287,0.9360679199022439
384,alpha_subj(Neutral).1104,0.947737344495371,0.9335759171319642
385,alpha_subj(Neutral).1106,0.9531564580471362,0.9401747773080024
386,alpha_subj(Neutral).1107,0.9492510511470502,0.9357832838851802
387,alpha_subj(Neutral).1109,0.9488575577705819,0.934454683582412
388,alpha_subj(Neutral).1110,0.9499684998338479,0.9354635128748445
389,alpha_subj(Neutral).1112,0.9484347330409919,0.9341093034851994
390,alpha_subj(Neutral).1114,0.94912552523169,0.934540827969748
391,alpha_subj(Neutral).1115,0.9508997091709329,0.9349577868657026
392,alpha_subj(Neutral).1119,0.9480324107598616,0.9331817728924983
393,alpha_subj(Neutral).1123,0.9505680204356033,0.9363589835732827
394,alpha_subj(Neutral).1124,0.9503291121402736,0.9355479117887219
395,alpha_subj(Neutral).1125,0.948738685223851,0.9318973175099576
396,alpha_subj(Neutral).1128,0.9493476780730803,0.9332948018189964
397,alpha_subj(Neutral).1129,0.9495734481377325,0.9361057564764818
398,alpha_subj(Neutral).1130,0.9476043171486117,0.9341746187775221
399,alpha_subj(Neutral).1141,0.9490298004072671,0.9343115536337517
400,alpha_subj(Neutral).1143,0.9495930389491668,0.9339408056553684
401,alpha_subj(Neutral).1144,0.9494313507524947,0.932861859456648
402,alpha_subj(Neutral).1145,0.9486641474416443,0.9334219564170715
403,alpha_subj(Neutral).1147,0.9500483867356981,0.9343736914885846
404,alpha_subj(Neutral).1148,0.9498523415561236,0.933014534930446
405,alpha_subj(Neutral).1149,0.9495815927495133,0.9326792186249035
406,alpha_subj(Neutral).1151,0.9485572919076307,0.9352990020599103
407,alpha_subj(Neutral).1153,0.9481428402340178,0.9323521483995717
408,alpha_subj(Neutral).1155,0.9481478229890625,0.9329613308531306
409,alpha_subj(Neutral).1157,0.9509834793633457,0.9358587708895487
410,alpha_subj(Neutral).1158,0.9482407742451454,0.9346205996939546
411,alpha_subj(Neutral).1159,0.9470941810414591,0.9324008394651678
412,alpha_subj(Neutral).1160,0.949367532237398,0.9352024816969152
413,alpha_subj(Neutral).1161,0.9479198531518795,0.9325288366949175
414,alpha_subj(Neutral).1162,0.948931579618847,0.9344810791049476
415,alpha_subj(Neutral).1163,0.9484669689656594,0.9333847265819627
