,parameters,mean,std,2.5q,25q,50q,75q,97.5q,mc err
481,alpha_subj(Stressed).1028,2.87732750555041,1.3330530736373163,0.8891719039458429,1.9862139618778276,2.6150795897623866,3.463143741247693,6.271432507854363,0.09414312602071448
482,alpha_subj(Stressed).1030,2.901566170353324,1.3424001115327235,0.9992737407742378,1.9909098918290369,2.655334090193975,3.48581244473418,6.374489591971869,0.0972795029967107
483,alpha_subj(Stressed).1031,2.879431304203866,1.29428575130307,1.003467306904377,1.99289580428514,2.642686405880779,3.4515783697249276,6.397893776978337,0.09225162705378714
484,alpha_subj(Stressed).1032,2.9442986145272396,1.3060230817232785,1.1996850538624038,2.0478371097443073,2.6925644083000657,3.50964182563985,6.3623457144060165,0.09477057892238049
485,alpha_subj(Stressed).1033,2.8845170701758724,1.320966643509746,0.936174045443926,1.993193246355183,2.635825461368185,3.480645786756176,6.193466581563784,0.09363412545379754
486,alpha_subj(Stressed).1034,2.887841234580085,1.2944487381370826,1.0380868604231182,2.007581573259274,2.6349896643243897,3.4902127504528573,6.4401072075174515,0.09330113932180632
487,alpha_subj(Stressed).1035,2.8881390752254594,1.2860770813812088,0.9431498701568964,2.0079398509612982,2.6554284884156614,3.4961842085181356,6.223405669202092,0.09153500711002141
488,alpha_subj(Stressed).1036,2.845142610432866,1.349968430832797,0.8391361922924665,1.9738376327272018,2.5992956315505755,3.430666776110264,6.1834824985579075,0.09110526267423201
489,alpha_subj(Stressed).1040,2.8802751919667697,1.2771268888881473,1.0928809901505627,2.003839949559156,2.634457384072525,3.475751383316257,6.1100139210891315,0.09255135180480689
490,alpha_subj(Stressed).1042,2.870398408196641,1.2956510489859452,1.016534115977959,1.9903514260925053,2.641319206246724,3.426651820748762,6.221383502212064,0.09054793195688314
491,alpha_subj(Stressed).1043,2.878773401150554,1.2358650861795186,1.017664700827039,2.0213163531478973,2.655008765710036,3.4357925925195287,5.971072746464516,0.08901520102872397
492,alpha_subj(Stressed).1044,2.8470813234584504,1.240887498909311,1.1029153267374203,1.9953657899468782,2.6494482445184304,3.4222700366794347,6.000333462522844,0.08554087195088964
493,alpha_subj(Stressed).1047,2.872777349625678,1.2766809123026555,1.0250820430077108,2.001999467961797,2.6457556097690125,3.4506935412707613,6.1224667318094115,0.09060358907358436
494,alpha_subj(Stressed).1048,2.892942279882566,1.2782955176324184,1.033556542497343,2.0079872520493693,2.6823782586009655,3.524308038376337,6.042015478695901,0.09095865622651265
495,alpha_subj(Stressed).1049,2.8981794987012837,1.2571086704508194,1.0580413306335417,2.02414421169275,2.670080306852762,3.4842994608912825,6.091992160107188,0.08930137567170351
496,alpha_subj(Stressed).1050,2.899630918263178,1.3117013137431166,1.0092101751477855,2.025964532197852,2.6191280366017224,3.472029738836315,6.372589019680707,0.09463693814031063
497,alpha_subj(Stressed).1051,2.860202068680745,1.3106647324041216,0.9297150985696931,1.9860849713439215,2.585937555911337,3.4916015339585416,6.285007128047565,0.09290796254991418
498,alpha_subj(Stressed).1052,2.8812457533939626,1.320541226994749,0.9656653773643527,1.989113309230734,2.629988154697622,3.4736836314355743,6.43573451994565,0.09371298523349207
499,alpha_subj(Stressed).1053,2.8690902216308958,1.2936660165460143,0.910109819540939,1.996876014964435,2.6664583932626136,3.4658584924160714,6.281842346404894,0.08936752970554121
500,alpha_subj(Stressed).1054,2.861009200890835,1.269176275260617,0.9815688251506565,1.9916459797373385,2.6654453549895667,3.4690651166856803,6.158864267479185,0.09249203349710658
501,alpha_subj(Stressed).1056,2.9321123802386366,1.2846477319382354,1.1532731999811285,2.0354867575175426,2.697086609207986,3.4975822440178748,6.39329185796644,0.0930643502566652
