,parameters,mean,50q
234,v_subj(Stressed).1110,1.018950995999304,0.8445081231958345
235,v_subj(Stressed).1112,0.7309439974874766,0.6273461431729258
236,v_subj(Stressed).1114,0.29511859954216507,0.20961721782565093
237,v_subj(Stressed).1115,0.6196048704659506,0.5186843397009528
238,v_subj(Stressed).1119,0.991194829673118,0.7883674873433857
239,v_subj(Stressed).1123,0.7835312974056763,0.670741948774292
240,v_subj(Stressed).1124,0.8599735795696191,0.7163669237243213
241,v_subj(Stressed).1125,0.21963803082720304,0.08966200359266896
242,v_subj(Stressed).1128,0.9143702540506342,0.7420034381836209
243,v_subj(Stressed).1130,0.7843965332672928,0.6300344660975528
244,v_subj(Stressed).1141,0.7487282790850058,0.6201105967764453
245,v_subj(Stressed).1143,0.45355277375357067,0.3265911482380722
246,v_subj(Stressed).1144,0.14062182251576977,0.02616103958428495
247,v_subj(Stressed).1145,0.6456479819852636,0.5353446315094538
248,v_subj(Stressed).1147,0.7879514672060045,0.6691892955881258
249,v_subj(Stressed).1148,0.25153953554804004,0.13837476245776653
250,v_subj(Stressed).1149,1.1471526028792323,0.9482440286748115
251,v_subj(Stressed).1151,0.9983440471981962,0.8484259274344543
252,v_subj(Stressed).1153,0.9836777771598715,0.8035643338453988
253,v_subj(Stressed).1155,0.5854381351338653,0.4737725093333438
254,v_subj(Stressed).1157,0.6408966833526057,0.5225072160961456
255,v_subj(Stressed).1158,0.7053952183452781,0.5952520733130912
256,v_subj(Stressed).1159,0.4955495361141716,0.38456942000346783
257,v_subj(Stressed).1160,0.5211332777704045,0.4102015614348571
258,v_subj(Stressed).1161,0.6679212315505555,0.5538039190479189
259,v_subj(Stressed).1162,0.7484867307086828,0.6262316625184203
260,v_subj(Stressed).1163,0.33653720112674007,0.2157220529117584
261,v_subj(Stressed).1164,0.4132626294875353,0.29238994674959884
262,v_subj(Stressed).1166,0.7096911926376476,0.5810659605476916
263,v_subj(Stressed).1168,0.5840307256449258,0.4580099360241623
264,v_subj(Stressed).1169,1.1240737247131076,0.9295149111049059
265,v_subj(Stressed).1172,1.1030796581945352,0.8626515384945639
266,v_subj(Stressed).1173,0.8526673997901753,0.6997644947275281
267,v_subj(Stressed).1174,0.8572424590701937,0.7255219282042285
268,v_subj(Stressed).1175,0.41179034594754677,0.2960316063587314
269,v_subj(Stressed).1180,0.7822676443295168,0.6505396004388122
270,v_subj(Stressed).1184,1.1136729017852742,0.836627407834163
271,v_subj(Stressed).1188,0.2562941561269434,0.1095864889176339
272,v_subj(Stressed).1190,0.3036498167524061,0.2117922127587748
273,v_subj(Stressed).1197,0.07670915285028837,0.02044562239292369
274,v_subj(Stressed).1199,0.2746633875525354,0.14759030558901887
275,v_subj(Stressed).1200,1.0979765708401514,0.8979312132175352
276,v_subj(Stressed).1201,0.8007968473012559,0.6551843336061314
277,v_subj(Stressed).1202,0.6668670707379173,0.5238539830619112
278,v_subj(Stressed).1203,0.5096190582509521,0.31527586828961557
279,v_subj(Stressed).1204,0.6419671467336242,0.537361950439496
280,v_subj(Stressed).1205,1.0052876143509164,0.8372339326382363
281,v_subj(Stressed).1206,0.881498931577568,0.7382637448887861
282,v_subj(Stressed).1207,0.6544344901998471,0.5461186349193445
283,v_subj(Stressed).1208,0.535552944419503,0.433658053249109
284,v_subj(Stressed).1214,0.7446595227115207,0.5891739041697983
285,v_subj(Stressed).1217,0.3019473038749339,0.19487261033073291
286,v_subj(Stressed).1218,0.758979216384215,0.6286106837629298
287,v_subj(Stressed).1219,0.8400958564043772,0.6964058727173088
288,v_subj(Stressed).1220,0.9465050506009088,0.7653813462286193
289,v_subj(Stressed).1222,1.1036130798824995,0.839292985240864
290,v_subj(Stressed).1223,0.7001800834115379,0.5739933778523572
291,v_subj(Stressed).1224,0.6323383451000428,0.49664306939509484
292,v_subj(Stressed).1225,0.39380335914313597,0.2928140620649968
293,v_subj(Stressed).1226,0.867423333132397,0.72615748641358
294,v_subj(Stressed).1227,0.870884355926289,0.727135467951732
295,v_subj(Stressed).1228,0.7381771523384738,0.5259607774129962
296,v_subj(Stressed).1229,0.6000680508229094,0.4992381445081455
297,v_subj(Stressed).1230,0.648851342886102,0.5092131763222068
298,v_subj(Stressed).1231,1.0163695135698696,0.8402224602443693
299,v_subj(Stressed).1232,0.7641166292559644,0.6252879971913987
300,v_subj(Stressed).1237,0.7441032698001694,0.6471958867482683
301,v_subj(Stressed).1243,0.5938140741630652,0.4767397051267237
302,v_subj(Stressed).1247,-0.11479547171512629,-0.15258759245746245
303,v_subj(Stressed).1249,1.016190616496554,0.8244442512577739
304,alpha(Neutral),0.6262381770201662,0.9650733240848792
305,alpha(Stressed),0.6349573792829045,0.9659993717500701
306,alpha_std,0.7634587293939431,0.6960891894036342
307,alpha_subj(Neutral).1001,0.6128571679269649,0.9474151280820645
308,alpha_subj(Neutral).1002,0.615933783923934,0.9514234852273915
309,alpha_subj(Neutral).1003,0.624897407004729,0.94948706372163
310,alpha_subj(Neutral).1004,0.614194985387363,0.9515836621390977
311,alpha_subj(Neutral).1005,0.6074293147840644,0.9447775634315237
312,alpha_subj(Neutral).1006,0.6076507348201873,0.9510189143182726
313,alpha_subj(Neutral).1007,0.6238530277960022,0.9498696029578854
314,alpha_subj(Neutral).1009,0.6040884156899003,0.9427655139682114
315,alpha_subj(Neutral).1011,0.6215710149394569,0.9514955297433977
316,alpha_subj(Neutral).1012,0.6226380765208721,0.9518191629083094
317,alpha_subj(Neutral).1013,0.6432656291694561,0.9542902838651531
318,alpha_subj(Neutral).1015,0.61554274635944,0.9426738310318985
319,alpha_subj(Neutral).1017,0.6283966907683732,0.9494504262509883
320,alpha_subj(Neutral).1018,0.620282816198498,0.9496982176032118
321,alpha_subj(Neutral).1019,0.6219478627745554,0.9441713048296688
322,alpha_subj(Neutral).1020,0.6281539522876024,0.9504861773121814
323,alpha_subj(Neutral).1021,0.6111947438896506,0.9478240759523662
324,alpha_subj(Neutral).1022,0.620279488703791,0.9517963609178263
325,alpha_subj(Neutral).1023,0.6069057996195731,0.9430114991324161
326,alpha_subj(Neutral).1024,0.6241462954558631,0.9492215126419321
327,alpha_subj(Neutral).1025,0.6197252732680151,0.9493489354729149
328,alpha_subj(Neutral).1026,0.6258427813922989,0.9512152082803725
329,alpha_subj(Neutral).1027,0.6593354581484364,0.952491019786632
330,alpha_subj(Neutral).1028,0.6110786118411334,0.9462096738564276
331,alpha_subj(Neutral).1030,0.6315295707021445,0.9514874108803225
332,alpha_subj(Neutral).1031,0.6092585172161448,0.9443022660544333
333,alpha_subj(Neutral).1032,0.6287875266623291,0.951034014526847
334,alpha_subj(Neutral).1033,0.6237265560109593,0.953082870448105
335,alpha_subj(Neutral).1034,0.6081300173122236,0.9459524737314635
336,alpha_subj(Neutral).1035,0.6108232881531956,0.9470720182553131
337,alpha_subj(Neutral).1036,0.6411771870514711,0.9512856382275028
338,alpha_subj(Neutral).1038,0.6404553101093817,0.9484618464254115
339,alpha_subj(Neutral).1040,0.6331897637732751,0.9496855355531704
340,alpha_subj(Neutral).1042,0.6157766492626661,0.9466343777036282
341,alpha_subj(Neutral).1043,0.6264674562077628,0.9437313411710679
342,alpha_subj(Neutral).1044,0.6266070849422343,0.9520364868728723
343,alpha_subj(Neutral).1047,0.5934123230762962,0.9484099756495241
344,alpha_subj(Neutral).1048,0.6108319038154499,0.9488007996173433
345,alpha_subj(Neutral).1050,0.6222638907133597,0.9467567075175148
346,alpha_subj(Neutral).1051,0.6111386531403817,0.9479260588606265
347,alpha_subj(Neutral).1052,0.6240246068967525,0.9528307191771469
348,alpha_subj(Neutral).1053,0.627259404182565,0.9506422497783726
349,alpha_subj(Neutral).1054,0.6235849227504994,0.9501442644326913
350,alpha_subj(Neutral).1056,0.6231208946943761,0.9480412139246216
351,alpha_subj(Neutral).1057,0.6135649341940849,0.9492534222324615
352,alpha_subj(Neutral).1058,0.6242948112924805,0.9500309755028912
353,alpha_subj(Neutral).1060,0.6140335906531688,0.9484851165000584
354,alpha_subj(Neutral).1061,0.6348492151855933,0.9527378068356106
355,alpha_subj(Neutral).1063,0.6062672599300569,0.9453383311471559
356,alpha_subj(Neutral).1065,0.6108386572795331,0.9478835746625011
357,alpha_subj(Neutral).1066,0.629782282291238,0.9473339069549205
358,alpha_subj(Neutral).1067,0.6167240412550137,0.9487642691212866
359,alpha_subj(Neutral).1069,0.6656182050145646,0.9542039723447436
360,alpha_subj(Neutral).1070,0.6430446750498351,0.9545470333420764
361,alpha_subj(Neutral).1071,0.6212079215704399,0.9496725914075155
362,alpha_subj(Neutral).1072,0.6054655184922102,0.9504251524067803
363,alpha_subj(Neutral).1073,0.6185618625936395,0.948105555613943
364,alpha_subj(Neutral).1074,0.6176031697579399,0.9480091849146138
365,alpha_subj(Neutral).1076,0.6157143944980267,0.9482810874492117
366,alpha_subj(Neutral).1077,0.6254125982256261,0.9458724988276292
367,alpha_subj(Neutral).1078,0.646554223574087,0.9543576861789085
368,alpha_subj(Neutral).1079,0.6305139168603203,0.9502262481957264
369,alpha_subj(Neutral).1080,0.6235565013688595,0.9460623339523041
370,alpha_subj(Neutral).1081,0.5974954011939705,0.9466123637404225
371,alpha_subj(Neutral).1083,0.6295954446625599,0.948091194961237
372,alpha_subj(Neutral).1084,0.6372896768871951,0.9495995038218403
373,alpha_subj(Neutral).1087,0.629688881818101,0.9465672072585362
374,alpha_subj(Neutral).1088,0.6078527058099945,0.9472368108288713
375,alpha_subj(Neutral).1091,0.6409151761178965,0.9556674416451845
376,alpha_subj(Neutral).1092,0.6257779964266117,0.9461144900302907
377,alpha_subj(Neutral).1093,0.6268034769701298,0.9484705115455795
378,alpha_subj(Neutral).1096,0.6244203455076696,0.9474739364664083
379,alpha_subj(Neutral).1097,0.6257570812547361,0.9523614422146969
380,alpha_subj(Neutral).1099,0.6171481905081833,0.9462435987302178
381,alpha_subj(Neutral).1100,0.605665713334254,0.9447576382269862
382,alpha_subj(Neutral).1101,0.6195464802229085,0.9478864549967798
383,alpha_subj(Neutral).1102,0.6248862601818832,0.9520923160928183
384,alpha_subj(Neutral).1104,0.6300793142523927,0.9493230656550362
385,alpha_subj(Neutral).1106,0.6544691710386831,0.9561226512008626
386,alpha_subj(Neutral).1107,0.6367550003893904,0.953472944219239
387,alpha_subj(Neutral).1109,0.6618568200131532,0.9502705035817914
388,alpha_subj(Neutral).1110,0.6512720415321899,0.9529340088128532
389,alpha_subj(Neutral).1112,0.6133532307661824,0.9451149182778612
390,alpha_subj(Neutral).1114,0.6331165034181604,0.9478975344979355
391,alpha_subj(Neutral).1115,0.6498119477914466,0.9496457877533168
392,alpha_subj(Neutral).1119,0.643133253879479,0.9514474752873788
393,alpha_subj(Neutral).1123,0.6249500338430913,0.947180761175737
394,alpha_subj(Neutral).1124,0.6101775108007783,0.9513473738860225
395,alpha_subj(Neutral).1125,0.6114152403215316,0.9471378716534905
396,alpha_subj(Neutral).1128,0.5982605968028232,0.947154082292495
397,alpha_subj(Neutral).1129,0.6943511266841549,0.9538330861387113
398,alpha_subj(Neutral).1130,0.6230288605422679,0.9510888200057906
399,alpha_subj(Neutral).1141,0.6091999712175908,0.9464512369475035
400,alpha_subj(Neutral).1143,0.6285578615807762,0.9542568533646952
401,alpha_subj(Neutral).1144,0.6102137677267311,0.950459026043382
402,alpha_subj(Neutral).1145,0.6343017567578918,0.9502963581202208
403,alpha_subj(Neutral).1147,0.6283452977092169,0.9546615164637265
404,alpha_subj(Neutral).1148,0.620757835730726,0.949372534626846
405,alpha_subj(Neutral).1149,0.6240661696712148,0.947899913167562
406,alpha_subj(Neutral).1151,0.6268620271907569,0.9503140209981203
407,alpha_subj(Neutral).1153,0.6246977615646161,0.9459325149685966
408,alpha_subj(Neutral).1155,0.6332062972571718,0.9504445094925985
409,alpha_subj(Neutral).1157,0.6230493892228158,0.9562939999641474
410,alpha_subj(Neutral).1158,0.6220516678563316,0.9498993230846521
411,alpha_subj(Neutral).1159,0.6340996676457895,0.9516162345641457
412,alpha_subj(Neutral).1160,0.620109176333129,0.9471958886509269
413,alpha_subj(Neutral).1161,0.6246407301675623,0.947200276159706
414,alpha_subj(Neutral).1162,0.6198751933307217,0.944704523123297
415,alpha_subj(Neutral).1163,0.6294588842884381,0.9527537389168991
416,alpha_subj(Neutral).1164,0.6277623602823723,0.9490539404327756
417,alpha_subj(Neutral).1166,0.6225109579325758,0.9497324812495577
